location,logical_location,country,spot,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Marsa Alam,Red Sea Governorate,Egypt,Abu Dabbab Bay,25.0867,34.8728,Diving/Snorkeling,"Pristine waters and beaches, renowned for dugongs and vibrant coral reefs.",$$$,7,"diving, snorkeling, Red Sea, marine life, dugongs",https://pixabay.com/get/gb08582a9d86ff5786019ef95d70d1916e096f1e4fb9dab2d276e9f49d0e56fa99419ab0bfa3ad575e9a7e868a80851db0e7b7f5a95e7543437d9ea50b9998325_640.jpg
El Gouna,Red Sea Governorate,Egypt,El Gouna Lagoons,27.3755,33.6827,Paddleboarding,Offers calm lagoons ideal for paddleboarding and other water sports.,$$,6,"paddleboarding, wakeboarding, lagoons, family-friendly",https://pixabay.com/get/g22f6368694c6dd48891524fa191a4b8cdb42f16b91aadef275242765ac3066d368f998934dc3a4b0cbc4c1cc2d8538ca37c3e84e967cc620a74eba2a27d6cf19_640.jpg
Jijel,Jijel Province,Algeria,Parc National de Taza,36.8333,5.75,Diving/Snorkeling,Known for preserved coral reefs and underwater caves.,$$,5,"diving, snorkeling, Mediterranean, coral reefs, caves",https://pixabay.com/get/g9eb4de1d00aa96becfd41dde4a46f8af8cd85e9cf91765440f5eccc8100d06bf2df44a15a21303d9722d054ce3c70e3ea90d486c27cbda2331058ecb7828c1a6_640.jpg
Djerba,Djerba Island,Tunisia,Djerba Lagoon,33.7796,10.4868,Windsurfing,Calm waters perfect for windsurfing and other water sports.,$$,7,"windsurfing, catamaran, jet skiing, beaches",https://pixabay.com/get/g91d7c17cf70de134e744090f8d6efb85168fe461d81ce8463a937f1b2739e871b4fcbd354417fa8035c3927605cf94cd77e1922433aa053666626861d6f4adbe_640.jpg
Nouakchott,Nouakchott-Oasis Region,Mauritania,Plage hotel Al Ahmedi,18.0765,-15.9632,Surfing/Kiteboarding,Undiscovered Atlantic coast with potential for surfing and kiteboarding.,$$,4,"surfing, kiteboarding, Atlantic, beach",https://pixabay.com/get/ga4466ff5e5ac7bee2438006898531cda250536be706d85b5323313359ff32da6d54b1241b4e959057cd6b7fcfa755d636df50d8aa80fbc805394678798978a1b_640.jpg
Bonaire,Bonaire,Netherlands Antilles,Bonaire National Marine Park,12.1784,-68.2791,Diving and snorkeling with abundant marine life,Pristine coral reefs and over 350 fish species.,$$,8,"diving,snorkeling,marine life,coral reefs",https://pixabay.com/get/ge0d0103c63e4f3d20f6adddbccbc576d9355c68f8b7bc845154bc3a5644e08df090ac459228e688bfdabd4666189d8439d8e53ecae516fc8666c09968446f22e_640.jpg
Arima Valley,Trinidad,Trinidad and Tobago,Asa Wright Nature Centre,10.6567,-61.18,Birdwatching and wildlife spotting,"Over 250 bird species, diverse mammals, and rainforest trails.",$$,7,"birdwatching,wildlife,rainforest,nature reserve",https://pixabay.com/get/g203996cd43f9421f9fb3f63f091c372d4d10445dd68e5a90ea3ea3d47a75a2d72a25d49f44995f83c2c9bde857491662_640.jpg
El Yunque,Puerto Rico,United States,El Yunque National Forest,18.3054,-65.7837,Hiking through tropical rainforests and to waterfalls,The only tropical rainforest in the US National Forest System.,$$,9,"rainforest,hiking,waterfalls,biodiversity",https://pixabay.com/get/g4dc765f304dfc6442e328b784c12211af63e90f31f827e9e1f1889ab2c0f69b7816fef6121dcb509b3155abd3d1d30b54fa1bff49a64387865e555c0f5fbcbb3_640.jpg
La Ceiba,Honduras,Honduras,Pico Bonito National Park,15.6,-86.9833,"Hiking, rafting, and wildlife viewing",Diverse ecosystems from lowland to cloud forest; rich in wildlife.,$$,7,"hiking,rafting,wildlife,national park,biodiversity",https://pixabay.com/get/gb068915b77f27b846ee620af4ce8ed78b0dd5e01d8e6edbcb79713da111250d639f642daa725dba24be24e897fef3634_640.jpg
Lighthouse Reef Atoll,Belize,Belize,Great Blue Hole,17.3167,-87.5333,Diving and snorkeling in a massive underwater sinkhole,"World-renowned dive site, famous for its unique geological formation.",$$$,9,"diving,snorkeling,underwater,geology,world heritage",https://pixabay.com/get/ga175c7c65be28602dfe2dfe9f9e565369e7606be8da8bd2268ad7f6ff7dd79fd6a8c54d792cb3bce9c5d35c3dfab34ad86b5bad223be47b71fed92601f1f224d_640.jpg
Blue Mountains,Jamaica,Jamaica,Blue Mountains Coffee Plantations,18.0451,-76.7269,Coffee farm tours and scenic hiking,Experience the cultivation of world-famous Blue Mountain coffee.,$$,7,"coffee,hiking,scenic,culture",https://pixabay.com/get/g4631e3326f36394a64426f7921dc98d6ebdf9543507b36256827f4d6727bf2250bf75b75465c6a5cc9238407e99c39b4c840c6f03f935ed53e3a02584691216b_640.jpg
Saint Lucia,Saint Lucia,Saint Lucia,Gros Piton,13.748,-60.9744,Challenging hike with panoramic views,Iconic volcanic peak offering strenuous climbs and stunning vistas.,$$$,8,"hiking,mountains,volcano,views,challenge",https://pixabay.com/get/g4fe33b909a94fe9686a41e4c5be8c1afb75213f71df147eb6d6c661dc6a1beac0cdc761fadbf1168994c239af774ce36_640.jpg
Grand Etang,Grenada,Grenada,Grand Etang National Park,12.1167,-61.6667,Hiking around a crater lake and wildlife spotting,"Lush rainforest surrounding a volcanic crater lake, home to diverse wildlife.",$$,7,"hiking,rainforest,crater lake,wildlife,nature",https://pixabay.com/get/g15ee77b70cf9633a32ca9404728d994a7798c665039a98ae23606cb1420beb4586f3117415cc0c8690b6ba80f1e25acfea296f377c489d03ebcd675a41206014_640.jpg
Dominica,Dominica,Dominica,Morne Trois Pitons National Park,15.4403,-61.3766,"Hiking to waterfalls, hot springs, and unique geological sites",UNESCO World Heritage site with lush rainforests and volcanic wonders.,$$,8,"hiking,rainforest,volcanic,waterfalls,nature",https://pixabay.com/get/gd8665a404a1ba646c4d793ad2069661b61eed65c46f8ad97f14a23f5093226e57cfaf47edeaee5229683e178cc1e5d71bc38f04ae6d0484756feab573b135549_640.jpg
Isabela Island,Galapagos Islands,Ecuador,Isabela Island Wildlife,-0.3333,-90.95,Observe diverse endemic wildlife and volcanic landscapes,"Home to giant tortoises, marine iguanas, penguins, and unique flora.",$$$$,9,"wildlife,endemic,volcanic,Galapagos,nature",https://pixabay.com/get/g202bf08ebc12c9efad4a8c0ab5616f6b8b563aeb1c0ada72f425310bb7b0d2d82e12ace62ae0f5e913e9c42338efcd3bb562dd219f31d9b9c59cd6a146660b20_640.jpg
Suva,Viti Levu,Fiji,Victoria Parade,-18.1416,178.4453,"City tour, shopping for fashion and handicrafts, exploring colonial architecture.","Fiji's capital, blending colonial charm with modern retail.",$$,8,"city tour, shopping, handicrafts, colonial architecture, market",https://pixabay.com/get/g41672710176df31b392759e227922f18b475c3f3bd8ace854b0ce72eeb94b2250432b09cecaa5a6fbd9352a82ca3174a120d1f84f5bea8df89130f549ac1e656_640.jpg
Papeete,Tahiti,French Polynesia,Papeete Market (Marché de Papeete),-17.5375,-149.5645,"Explore vibrant market for fresh produce, local delicacies, handicrafts, and souvenirs.","Bustling market offering local goods, crafts, and food.",$$,9,"market, food, handicrafts, souvenirs, local culture",https://pixabay.com/get/g09cbcaacf37b7788d6a8a1fb5fea9c348a45c54a24edcd19fbd71391a47c625cd7a4705888de7706ac6bd44d265f25eb7b7e7031b6a424333dd618dd6aa16178_640.jpg
Nouméa,New Caledonia,France,Rue de Sébastopol,-22.2727,166.4574,"Shopping for French fashion, luxury goods, perfumes, and local handicrafts.",Boutique-lined street offering high-end fashion and local crafts.,$$$,7,"shopping, fashion, luxury, local crafts, street",https://pixabay.com/get/g1efa3050357b209eff3c64db5e5ec94f3e521be6cabe8ec1d71c3450e946701a1eadd8ef7446b074effe05c49f5104f32117d9f74489fbfdadaa31604386cb2b_640.jpg
Port Vila,Efate,Vanuatu,Handicraft Market,-17.7337,168.3169,"Browse and purchase local handicrafts, souvenirs, and artisanal products.","Waterfront market with woven baskets, carvings, and jewelry.",$$,7,"market, handicrafts, souvenirs, local culture, waterfront",https://pixabay.com/get/gb140921fe58f6c9256b3fd5179b8c5b98fb3773a5f9a4ba230bf89daa9c3ac4449235ebfa4fda87ce19dc8e4b0e784177533ad3434701ebce442042ffa20afbb_640.jpg
Apia,Upolu,Samoa,Fugalei Market,-13.8333,-171.75,"Experience local culture, shop for crafts, clothing, art, and food.","Largest market for crafts, clothing, art, and produce.",$$,7,"market, crafts, clothing, art, food, local culture",https://pixabay.com/get/g23b72071b51c003ea43f0114f89873257e608f9a33cb56eff6e40d7b44c3cb40c3c15e8111709e43eacf934c7bceca80e23abb6bb78d4f43326fb90606444bee_640.jpg
Avarua,Rarotonga,Cook Islands,Punanga Nui Market,-21.2067,-159.7775,"Shop for local fruit, vegetables, crafts, souvenirs, and enjoy cultural performances.","Saturday market with local produce, crafts, and entertainment.",$$,7,"market, crafts, souvenirs, local food, cultural performance",https://pixabay.com/get/g04022f028fb575b360f83fbb28597e1878ba4cda59962673c17a201344b65f34f06d9d10c0e1bae8db8ed158e05d44cb476c1ed0420a35109325cd79a7b92884_640.jpg
Papeete,Tahiti,French Polynesia,Street Art Murals (Ono'u Festival),-17.5472,-149.5734,Explore vibrant street art created by local and international artists.,Open-air gallery with colorful murals across the city.,$,8,"street art, urban exploration, art festival, murals",https://pixabay.com/get/g50a752e70d9d904e4d7b0029a528826a193f8d2ee063c31fbbba05a18a15d15b76ff8cfe5d1d6ac757c4ceb3d0a4dbc0794571c8d328e3d6fe8fff34d6ecea57_640.jpg
Suva,Viti Levu,Fiji,Suva CBD Street Art,-18.1279,178.4503,"Discover murals depicting Fijian culture, history, and modern designs.",CBD transformed into an open-air gallery with vibrant murals.,$,7,"street art, urban exploration, murals, local culture",https://pixabay.com/get/gfb8dbe2d44f7d6f404ee8990de5317de8d49973e3271c5b9f73c3b4d51ce64b3509162f536e3e5d37d72d4ddcdc0f912b1729ce7e612704f019028b05938a8b2_640.jpg
Nouméa,New Caledonia,France,Anse Vata - La Promenade,-22.2939,166.4417,"Shop at chic fashion boutiques, enjoy cafes, and find luxury goods.",Waterfront promenade with chic boutiques and restaurants.,$$$,7,"shopping, fashion, luxury, waterfront, boutiques",https://pixabay.com/get/g58d0a91a00cca535847ae007387a08e5fc17a9e9c24ea4e39a3abed91afc6df15cb40bdb467e5c26177983347ccfb48ec6e4bd9c1287db7b5017f39bdc73b895_640.jpg
Funafuti,Tuvalu,Tuvalu,Women's Handicraft Centre,-8.5243,179.1958,"Purchase traditional Tuvaluan crafts like weaving, shell jewelry, and wooden boxes.",Shop for handmade Tuvaluan crafts near the airport.,$$,5,"handicrafts, souvenirs, local crafts, culture",https://pixabay.com/get/g6333cbfa2ed30019d579727b99c4d36262f6bdc8b77ff3c417deadd2887aa47ffe4e355d19974c6ea1a7c7887d6210f051de3bfe9981c382332f481444d420b1_640.jpg
Shinjuku,Tokyo,Japan,Golden Gai,35.6934,139.7045,Bar hopping in narrow alleys with tiny bars,"Historic district of narrow alleys filled with tiny, atmospheric bars.",$$,7,"bars,nightlife,historic,unique",https://pixabay.com/get/g44cbdcea7456d6baff15f24a293b3e9a54cb47a2533990e7edf0254be6de8e3987d45dc9732e9f76a14fe6857b707ae2e7743788c0e8f4eb12a709ad1ec1148d_640.jpg
Shibuya,Tokyo,Japan,Shibuya Crossing area clubs,35.6595,139.7005,Dancing and experiencing vibrant club scene,A bustling district known for its youthful energy and numerous dance clubs.,$$$,9,"clubs,dancing,youthful,energetic",https://pixabay.com/get/g3d6326299c0e0887f6436daa38aec7776dc21f45f4524f122ff4b57fe4bc364591122504baf6b16418e1196561ea5882321e1c313ada67ae010f5046962a3c9f_640.jpg
Gangnam District,Seoul,South Korea,Club Arena,37.5172,127.0473,Upscale clubbing with celebrities,"Exclusive club in an upscale district, attracting celebrities and party enthusiasts.",$$$$,8,"clubs,upscale,celebrities,luxury",https://pixabay.com/get/ge87a23d7815b55f109da1c951178dc57241abb0adb8769a053b59494ce65e3baec2299281891912f20bb7cee3038bb57f7206bbd2f1ddd88c915ec2026de15ad_640.jpg
Hongdae,Seoul,South Korea,Hongdae Street,37.5574,126.9277,"Exploring diverse bars, clubs, and live music venues","Lively area with hundreds of trendy bars, clubs, and live music venues.",$$,8,"bars,clubs,live music,youthful",https://pixabay.com/get/g27265a2bf76221f888903253a13cfc78a3b493dd3f409ef786a1b72a0246af69f43dc3b17b41f28019b9bc95f39c4e9a_640.jpg
Lan Kwai Fong,Hong Kong Island,Hong Kong,Lan Kwai Fong (LKF),22.2818,114.1532,Experiencing vibrant nightlife with bars and clubs,"The epicenter of Hong Kong's nightlife, packed with bars, clubs, and restaurants.",$$$,9,"bars,clubs,nightlife,central",https://pixabay.com/get/gf66f584fc35b2b47aeb4a11a2c515b622e26846bf4d21fc4af77209148fae2a16f2db277190b84923902da2c7683f44d_640.jpg
Xinyi District,Taipei,Taiwan,ATT 4 FUN complex clubs,25.034,121.5661,Dancing in energetic nightclubs,"A hub for popular and energetic nightclubs, including WAVE CLUB.",$$,8,"clubs,dancing,energetic,budget-friendly",https://pixabay.com/get/g0fcfc70de1ceea9c57d93b43217b30d5d97fa753af12824f9ca56c3018822340a7047efb6e656bb9f1e75ada51fe05c36a58efd918cfe13f6cf3df2a10158aae_640.jpg
RCA (Royal City Avenue),Bangkok,Thailand,RCA Nightlife District,13.7248,100.5789,Enjoying diverse clubs and live music venues,"A vibrant district known for its numerous nightclubs, live music, and themed bars.",$$,7,"clubs,live music,bars,energetic",https://pixabay.com/get/g14a3a3b3f1711cbfcf14ff23d88aef5f903f96d9e216955e0daff15a809d179c0bfd4a0e53ca02de052cc2856f8972ec03bcc8f76589df1313bd656baf2bc6ec_640.jpg
Clarke Quay,Singapore,Singapore,Clarke Quay entertainment hub,1.2913,103.8461,"Dining, drinking, and dancing along the river","A lively riverside area filled with restaurants, bars, and nightclubs.",$$$,9,"bars,clubs,dining,riverside",https://pixabay.com/get/g5cd04300bbae28ad914af2f8ada7ddd17d32f87e1f1355c8af39aef884518675ebf8c829274c3c6ae495b7f33db3eed3_640.jpg
Dotonbori,Osaka,Japan,Dotonbori entertainment district,34.6686,135.5019,Experiencing neon-lit nightlife with bars and clubs,"The neon heart of Osaka, packed with towering signs, clubs, and bars.",$$,9,"nightlife,bars,clubs,neon",https://pixabay.com/get/g500ae998d899fa325c9db4e067180b86198b25fdc7315895a1ef572d08c267d24b49dcbf72a7625b77501fd2ab8c7f745822a29688cfc5cbedb8d922081974f3_640.jpg
Sanlitun,Beijing,China,Sanlitun Bar Street,39.9215,116.4573,Clubbing and socializing in a trendy area,"Beijing's most popular dining and nightlife area, with many bars and clubs.",$$$,8,"bars,clubs,trendy,popular",https://pixabay.com/get/g545156c1b33d8f7a29fea3f96e85ed88bd807ead314ae88eaed4f64fd4d448f70ed28bd87cb0bc96962867c09b7417f7_640.jpg
Havelock Island (Swaraj Dweep),Andaman and Nicobar Islands,India,Radhanagar Beach,11.9643,93.001,"Scuba diving, Snorkeling, Kayaking","Pristine beaches and vibrant coral reefs, ideal for diving and snorkeling.",$$,8,"diving,snorkeling,kayaking,beach",https://pixabay.com/get/gec19972d15153eb41a264d1392c27bd4ab8aba20e2f1b2cbd5957acbd1efa393331e272072fc83e2c89acdee4c8b8e0b_640.jpg
Maenam Beach,Koh Samui,Thailand,Maenam Beach,9.5507,100.0476,"Kitesurfing, Windsurfing","Known for consistent winds, making it a premier destination for kitesurfing.",$$,7,"kitesurfing,windsurfing,beach",https://pixabay.com/get/g94351e659f33d8fd81e6ca345e9dabaae102b886d465e9db56f9155eec9b6ccd2ce417f7744955ab16741308d222057dbffe3cedd51f1b96a5e734f4ec15812b_640.jpg
Weligama,Southern Sri Lanka,Sri Lanka,Weligama Beach,5.9874,80.415,Surfing,"Ideal for beginners with gentle, consistent waves year-round.",$,7,"surfing,beach,beginner",https://pixabay.com/get/g461f8007cd2827fe8829edac1d72c5e7e5ef018fb964e39aa8de32ddfe20d46eedc74e9575d5f76dcea2ddb3f2154c3cb61b01404059c6009c649bd2f6b73dd3_640.jpg
Malé Atoll,Maldives,Maldives,Various Resorts,4.193,73.527,"Scuba diving, Snorkeling, Jet skiing","World-renowned for its clear waters, vibrant coral reefs, and abundant marine life.",$$$,10,"diving,snorkeling,jet ski,luxury",https://pixabay.com/get/g9c11e214094f100e0304f3b3d0a87f08b7f50f0e7cd3caa74b9c3d18ef4bbd35b0783e5fffded69632339bd2c6ba1737c1e404ca8ca4fedf8b973c1398fb2363_640.jpg
Phuket,Phuket Island,Thailand,Kata Beach,7.8738,98.301,"Surfing, Kayaking, Scuba Diving","Offers surfing for various levels, kayaking through caves, and diving.",$$,9,"surfing,kayaking,diving,beach",https://pixabay.com/get/g4b6ccb544a3d8c7825f536b2b71579b57c4fca3fbc30d4feb3378e93638ca466c5e57af49a72481cb0963f0d94eaddb3544bfbb268694a7631f4befd977b8b7f_640.jpg
Goa,Goa,India,Calangute Beach,15.4932,73.764,"Jet skiing, Parasailing, Banana boat rides",A bustling hub for various motorized water sports and beach activities.,$$,8,"jet ski,parasailing,banana boat,beach",https://pixabay.com/get/gc5746f5cf5876801c3a5afda8b5246a525297df38e21230abd9203d770c26bbdf8adf452cd2499d0d43449703440912f_640.jpg
Langkawi,Langkawi Island,Malaysia,Pulau Payar Marine Park,6.0805,99.6259,"Snorkeling, Scuba Diving","A protected marine park with clear waters, vibrant coral reefs, and diverse fish.",$$,7,"snorkeling,diving,marine park",https://pixabay.com/get/g56f8177c61b0229f1b017be9f9df27fc65dde1e3f07e83e4f52fac38067944b3f4655f29619fa7664e79bf332c4f82b12234853343ecdf059a0d21ece3b7e592_640.jpg
Bentota,Southwestern Sri Lanka,Sri Lanka,Bentota River and Lagoon,6.4258,79.9851,"Jet skiing, Windsurfing, Water skiing",Known as a hub for water sports with calm lagoons and open sea.,$$,7,"jet ski,windsurfing,water skiing,lagoon",https://pixabay.com/get/ga1329bf9f3aef9324b4628e4e504d869afca158782bf41551a92e81a2c680fddf13be96192e715877679e54caa2710f78013bb0bee84236ab2721901982d7fa4_640.jpg
Kilim Geoforest Park,Langkawi Island,Malaysia,Kilim River,6.4414,99.7958,"Kayaking, Mangrove tours",Explore mangrove forests and unique karst landscapes by kayak.,$,7,"kayaking,mangrove,nature",https://pixabay.com/get/g41fb8fdbd5368b571e6ad569aa1f665bb3868eb24c04241de70c07df863757bb97f5a26768c454fced3a513e23c427bd3e9d639d5f822c09f1282d33234f2f0f_640.jpg
Hikkaduwa,Southern Sri Lanka,Sri Lanka,Hikkaduwa Beach,6.1371,80.0968,"Snorkeling, Scuba Diving, Surfing","A popular spot for snorkeling, diving among coral reefs, and catching waves.",$$,8,"snorkeling,diving,surfing,beach",https://pixabay.com/get/g6373957d11325ce308330aa8fc9e94ddbf88a7e6098e368f909247867a61b5827559b18ebd4f17569ba24bb2c22127575cf15e641bd9418b69a9b5a5d47fe62f_640.jpg
Downtown Dubai,Dubai,United Arab Emirates,Burj Khalifa,25.1972,55.2744,Ascend to the observation decks for panoramic city views.,"World's tallest skyscraper, an iconic symbol of modern Dubai.",$$$,10,"tower, modern architecture, viewpoint, city",https://pixabay.com/get/gd5a910594c1a2675ce59e75754146e46c28002d39171e228beb11e4e2d6a0667de7c5ef61e3fff2ae46a8c9b87304273795a8d4e2342b95ae6980659de9e4498_640.jpg
Giza Plateau,Cairo,Egypt,Pyramids of Giza,29.9792,31.1342,Explore the ancient pyramids and the Great Sphinx.,"Ancient wonders of the world, monumental tombs of pharaohs.",$$,10,"ancient, pyramids, monument, history",https://pixabay.com/get/g538a060ac3c51f83bea960f4a4319fb063d8fe6bd06838c6c2a46365cdf65618d8712e711abd52e537dfec96f664ef3d98105df793d6690bba0e19d52c50baa2_640.jpg
Sultanahmet,Istanbul,Turkey,Hagia Sophia,41.0082,28.9806,"Admire Byzantine and Ottoman architecture, mosaics, and Islamic calligraphy.","Historic architectural masterpiece, formerly a church, mosque, and museum.",$$,9,"historical site, architecture, mosque, church, museum",https://pixabay.com/get/g5c13a17fde6723f9c9c8956ce4434b198ed4ed59df0acd29d78835d349bdd05c1a9ac85851de2a4c8c099c3b093ef76508cd9d8c098e5105d7a5927c7c0e7002_640.jpg
Sultanahmet,Istanbul,Turkey,Blue Mosque (Sultan Ahmed Mosque),41.0057,28.9771,Marvel at the intricate blue İznik tiles and six minarets.,Iconic Ottoman mosque with a stunning blue tile interior.,$$,9,"mosque, architecture, religious site, history",https://pixabay.com/get/g82c75e8287bbebd371f912715261a78522a5b432323b3c507af67eacf3420dcd1b1a00de3f0280c1130b74b4b9aff065409485253538fd95ec4a0ed0a409602f_640.jpg
Old City,Jerusalem,Israel/Palestine,Western Wall,31.7767,35.2343,Observe or participate in prayer at this holy Jewish site.,"Remnant of the ancient Jewish Temple, a sacred site for pilgrimage.",$,9,"religious site, historical site, monument, Judaism",https://pixabay.com/get/gf6fde9acbd9c08e939f7a011feddd43a97bd33b8d958035aa12fdf4e2536fbb56e0887a348a2a6d7a6e25f514d9fd120_640.jpg
Wadi Musa,Petra,Jordan,Al-Khazneh (The Treasury),30.3285,35.4445,Walk through the Siq to witness the stunning rock-cut facade.,Iconic ancient city carved into sandstone cliffs.,$$,9,"ancient city, rock-cut architecture, monument, UNESCO",https://pixabay.com/get/g4aced8faa99e2657cad666a4e43588e9366a3cfc1bf2df6ee4aa8890fd84fbd5eed3b892d631d7319bc0dadc0a317e3c83ad67a7d89c0e59190c617a75a850b2_640.jpg
West Bank of Luxor,Luxor,Egypt,Valley of the Kings,25.7379,32.6068,Explore the elaborate tombs of pharaohs and nobles.,"Royal burial ground of New Kingdom pharaohs, filled with ancient tombs.",$$,8,"ancient, tombs, archaeology, history",https://pixabay.com/get/g78e163bc76d482416571eb863d2f89337a9a8eae0354589f91da3b3edd806d28dea7ef6a5eccb97edcfa3dd89935eb05fd5be6e075d418b95b0377a467b6d99c_640.jpg
Downtown Amman,Amman,Jordan,Amman Citadel,31.9554,35.9308,"Discover Roman, Byzantine, and Umayyad ruins with city views.",Historic hilltop fortress with remnants of various civilizations.,$,7,"historical site, ruins, viewpoint, archaeology",https://pixabay.com/get/ga9ee4c635d7aa6bc52627c353fbdcfa8d54f253054b0240468920dc5f72807e02ed50436be088e067b2b3dac990ed539f36eaad2b81305649e2766fa6e8bf2b4_640.jpg
Manama,Bahrain,Bahrain,Bahrain Fort (Qal'at al-Bahrain),26.2333,50.5769,Explore the archaeological site of a former capital of the Dilmun civilization.,"Ancient tell and former Portuguese fortification, a UNESCO World Heritage site.",$,6,"archaeological site, history, UNESCO, ancient civilization",https://pixabay.com/get/g55d9d1b5ea2d5b6c09ade09796dc91695c161df1d8f759bd5f78632a58705ac5d9c474060afd8777fca595503723a67df1f8da81aa6baf0c1ecd225062346619_640.jpg
Abu Dhabi,Abu Dhabi,United Arab Emirates,Sheikh Zayed Grand Mosque,24.4155,54.4752,Admire the stunning modern Islamic architecture and intricate marble work.,"Luxurious and architecturally significant mosque, a major landmark.",$$,9,"mosque, modern architecture, religious site, landmark",https://pixabay.com/get/gbeb1db7fc900bda298fcdeaaa14bc3c0c69acb23cd7e739034a9dbd1836c6bb8bcad10b63e5ed7efd278bbcb7c96aed9b5ab683ff0080800bfec40924047ccb3_640.jpg
Louvre Museum,Paris,France,Musée du Louvre,48.8606,2.3376,"Explore world-renowned art collections, including the Mona Lisa and Venus de Milo.",Iconic art museum housing masterpieces from antiquity to the 19th century.,$$,10,"art,history,museum,iconic",https://pixabay.com/get/ge0b215a745f88854502e1fb33bd04bccd343fde0621bc194c92783bd2d957a5d513bd75bb24be0c361853ff9f25bb73593e3772a7ef84dc648535ffa99bc8dce_640.jpg
Rijksmuseum,Amsterdam,Netherlands,Rijksmuseum,52.360001,4.885278,"Discover Dutch masters like Rembrandt and Vermeer, and explore Dutch history.",National museum showcasing Dutch art and history from the Middle Ages to the present.,$$,9,"art,history,museum,Dutch Masters",https://pixabay.com/get/g545e739949a9ee655f8cb30e04c6b9e91ed3fe4c01838afb753e543f29b36fa560d28cc6f91949c3f25b2a867744092f_640.jpg
Prado Museum,Madrid,Spain,Museo Nacional del Prado,40.4137,-3.7005,"Admire a vast collection of European art, particularly Spanish masters like Goya and Velázquez.","One of the world's finest art museums, with a focus on European painting.",$$,9,"art,museum,Spanish art,European art",https://pixabay.com/get/gf9df29c4b8d47f64c59ac8fba363f230079c0d64e852c62c9b8715e25b205e7257891ea23e31e5e4ffebb0b295f3cb8b4616cb86b7e16415609ee0c58813df68_640.jpg
Acropolis of Athens,Athens,Greece,Acropolis of Athens,37.9717762,23.7264407,"Walk among ancient ruins, including the Parthenon, a UNESCO World Heritage site.","Ancient citadel with iconic structures like the Parthenon, symbolizing classical Greece.",$$,10,"history,archaeology,ancient ruins,UNESCO",https://pixabay.com/get/g3fe5df4196eb74964b2ad27699d57e195da141b19b4fa1068476ffe74c31e2aa4dfae8ddafccc7b907e4766462c034aa_640.jpg
Colosseum,Rome,Italy,Colosseum,41.890251,12.492373,"Explore the ancient amphitheater, a symbol of Imperial Rome.","Iconic ancient Roman amphitheater, a testament to Roman engineering and history.",$$,10,"history,ancient Rome,architecture,iconic",https://pixabay.com/get/g48c9a6595e7de4917adcb1992e74a570b4a6174044c19f0ae478de9922cb60a7a9345c16adcc0dc2b03dae144b71047c8d0c5f5640aead0585c907b98cd90607_640.jpg
Tower of London,London,United Kingdom,Tower of London,51.5081,-0.0759,"Discover centuries of British history, see the Crown Jewels, and explore its towers.",Historic castle and fortress on the north bank of the River Thames.,$$,9,"history,castle,royalty,Crown Jewels",https://pixabay.com/get/g896f5590d76b3f7a82b57631a4466ca3b458e3a073e52589dcc723603ed331494527294c53f11fff8c16e84ea8409e3f3730710535a0219db60bb894dd2b21fd_640.jpg
Eiffel Tower,Paris,France,Eiffel Tower,48.858093,2.294694,Ascend the iconic tower for panoramic views of Paris.,"World-famous wrought-iron lattice tower, a symbol of Paris and France.",$$,10,"iconic,landmark,views,Paris",https://pixabay.com/get/g02e97c10cae8d1e6aeba29ddf8e213f3957d8cb122a6c0aeed2258e6308beeb38074ab176db8a51337dc2cd0291168bfa64e721a401ef41f040156610c888d77_640.jpg
St. Peter's Basilica,Vatican City,Vatican City,St. Peter's Basilica,41.902168,12.453937,Marvel at Renaissance architecture and Michelangelo's dome in the heart of Catholicism.,"One of the largest churches in the world, a masterpiece of Renaissance architecture.",$,10,"religion,architecture,Renaissance,Vatican",https://pixabay.com/get/gc7e3d064b0a78bee5538a32f59ac6115a91b094154ba511b377882a2ed7b66639b43d33c58a2f16cbd1923978e3a542ec7d2e5057711910cba2f6d8af5e4ee41_640.jpg
Sagrada Familia,Barcelona,Spain,Basílica i Temple Expiatori de la Sagrada Família,41.403706,2.173504,Admire Gaudí's unfinished architectural masterpiece with its unique design.,"Iconic, unfinished Roman Catholic basilica by Antoni Gaudí.",$$,10,"architecture,Gaudí,iconic,religious",https://pixabay.com/get/g4ba1e5d6771fe5d19ececa25079e519c6305b2de921559d58d24590b8c606c65d719103dfa923d7780f95ce5c958aac5_640.jpg
Westminster Abbey,London,United Kingdom,Westminster Abbey,51.49939,-0.127465,"Experience royal history, witness coronations, and see the tombs of monarchs.","Historic church and coronation site, royal burial place, and UNESCO World Heritage site.",$$,9,"history,royalty,church,UNESCO",https://pixabay.com/get/g98eada91ab0cb8267114ea70ab656583d5c2b9c1a079bbe8b09b1dfd12d240fabee241a14c29f1c824a9171524f92823ccaceca364c644bc77a2a2cf4498e38f_640.jpg
Bansko,Pirin Mountains,Bulgaria,Pirin National Park,41.8318,23.4703,"hiking, climbing, mountaineering","Alpine scenery, glacial lakes, and challenging peaks like Vihren.",$$,8,"hiking,climbing,mountaineering,scenic,UNESCO",https://pixabay.com/get/gf3a8aee1cd1d0756a33b46e1a1fcb74360df1a29d85d70fdc40ec066ef94aabe99be775eecc2164515394883902adae7d4c4df4f2545dcf3a743195f1b581279_640.jpg
