location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Sigiriya Rock Fortress,Sri Lanka,7.9576,80.7578,"Climb the rock fortress to see ancient frescoes, water gardens, and panoramic views.","Ancient rock citadel with frescoes, gardens, and stunning views.",$$,8,"history,archaeology,UNESCO,views","https://source.unsplash.com/800x600/?Sigiriya,Rock,Fortress,Sri,Lanka"
Golden Temple (Harmandir Sahib),India,31.62,74.8764,Visit the holiest shrine of Sikhism and experience the community kitchen (langar).,"The holiest gurdwara in Sikhism, adorned with gold.",$,9,"religious,spiritual,architecture,cultural",https://images.unsplash.com/photo-1692782285277-3330ac6f33f8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxHb2xkZW4lMjBUZW1wbGUlMjBIYXJtYW5kaXIlMjBTYWhpYiUyMEluZGlhfGVufDB8fHx8MTc2NzEwNzY1Nnww&ixlib=rb-4.1.0&q=80&w=1080
Udaipur City Palace,India,24.5774,73.7117,"Tour the sprawling palace complex, museums, and enjoy views of Lake Pichola.",Grand palace complex offering insights into Mewar royalty.,$$,8,"history,architecture,museum,palace","https://source.unsplash.com/800x600/?Udaipur,City,Palace,India"
Mohenjo-daro,Pakistan,27.33,68.14,Explore the ruins of one of the world's earliest urban civilizations.,Ancient Indus Valley Civilization archaeological site.,$$,7,"archaeology,history,UNESCO,ancient","https://source.unsplash.com/800x600/?Mohenjodaro,Pakistan"
Varanasi Ghats,India,25.3176,82.9915,"Witness spiritual rituals, boat rides on the Ganges, and vibrant street life.","Sacred riverfront ghats on the Ganges, central to Hindu spirituality.",$,9,"spiritual,religious,culture,river",https://images.unsplash.com/photo-1717070882156-108ae2c5c343?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxWYXJhbmFzaSUyMEdoYXRzJTIwSW5kaWF8ZW58MHx8fHwxNzY3MTA3NjU3fDA&ixlib=rb-4.1.0&q=80&w=1080
Kandy Lake and Temple of the Tooth,Sri Lanka,7.2924,80.6375,Visit the sacred Temple of the Tooth Relic and stroll around the picturesque Kandy Lake.,"Spiritual heart of Sri Lanka, home to the sacred tooth relic.",$$,8,"religious,spiritual,UNESCO,culture","https://source.unsplash.com/800x600/?Kandy,Lake,and,Temple,of,the,Tooth,Sri,Lanka"
Jebel Jais,United Arab Emirates,25.9495,56.1746,Zip-lining,Experience the world's longest zipline amidst stunning mountain views.,$$$$,8,"adventure,thrill,scenic","https://source.unsplash.com/800x600/?Jebel,Jais,United,Arab,Emirates"
Wadi Rum,Jordan,29.5768,35.4204,Hiking and Rock Climbing,Explore dramatic desert landscapes with unique rock formations and canyons.,$$,8,"adventure,hiking,desert,climbing","https://source.unsplash.com/800x600/?Wadi,Rum,Jordan"
Jebel Shams,Oman,23.1746,57.1907,Hiking (Balcony Walk),Trek along the rim of the 'Grand Canyon of Arabia' for breathtaking views.,$$,7,"hiking,scenic,adventure,canyoning","https://source.unsplash.com/800x600/?Jebel,Shams,Oman"
Petra,Jordan,30.3285,35.4444,Hiking,Explore ancient Nabatean city ruins through scenic hiking trails.,$$$,9,"hiking,history,archaeology,adventure",https://images.unsplash.com/photo-1712323028707-6e59c3d2271a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQZXRyYSUyMEpvcmRhbnxlbnwwfHx8fDE3NjcxMTA0MTV8MA&ixlib=rb-4.1.0&q=80&w=1080
Mount Sinai,Egypt,28.0718,33.9776,Hiking,Hike to the summit for spiritual significance and stunning sunrise views.,$$,8,"hiking,spiritual,scenic,history","https://source.unsplash.com/800x600/?Mount,Sinai,Egypt"
Al Hajar Mountains,Oman,23.3,57.2,Rock Climbing,"Challenging climbs amidst rugged, diverse mountain terrains.",$$$,6,"climbing,adventure,mountaineering,outdoor","https://source.unsplash.com/800x600/?Al,Hajar,Mountains,Oman"
Ras Al Khaimah,United Arab Emirates,25.7391,56.1405,Zip-lining,Multiple ziplining experiences across diverse mountain landscapes.,$$$,7,"adventure,thrill,scenic,zip-lining","https://source.unsplash.com/800x600/?Ras,Al,Khaimah,United,Arab,Emirates"
Dhofar Governorate,Oman,17.0,54.5,Hiking (seasonal),"Explore lush, monsoon-fed landscapes and wadis during Khareef season.",$$,5,"hiking,nature,scenic,outdoor","https://source.unsplash.com/800x600/?Dhofar,Governorate,Oman"
Haql National Park,Saudi Arabia,28.45,34.91,Hiking,Coastal hikes with dramatic cliffs and Red Sea views.,$$,4,"hiking,coastal,scenic,outdoor","https://source.unsplash.com/800x600/?Haql,National,Park,Saudi,Arabia"
Musandam Governorate,Oman,26.0,56.3,Zip-lining (over water),Experience the world's longest zipline over the sea.,$$$,6,"adventure,thrill,scenic,zip-lining","https://source.unsplash.com/800x600/?Musandam,Governorate,Oman"
Le Marais District,France,48.8566,2.3522,"Street food tour with tastings of macarons, crepes, and local cheese.",Explore Paris's historic Marais district on a guided street food tour.,$$,8,"street food,walking tour,history,sweets","https://source.unsplash.com/800x600/?Le,Marais,District,France"
Borough Market,United Kingdom,51.5055,-0.0903,Sample diverse artisanal foods and international dishes from over 100 stalls.,"London's historic market, offering a vast array of specialty foods and local produce.",$$,9,"market,food stalls,artisanal,international","https://source.unsplash.com/800x600/?Borough,Market,United,Kingdom"
San Sebastián Old Town (Parte Vieja),Spain,43.3249,-2.0014,"Pintxos crawl, sampling Basque finger foods and local wines.",Experience the vibrant pintxos culture in the heart of San Sebastián's old town.,$$$,8,"pintxos,tapas,gastronomy,bar hopping","https://source.unsplash.com/800x600/?San,Sebastián,Old,Town,Parte,Vieja,Spain"
Bologna,Italy,44.4949,11.3426,"Hands-on pasta-making class, learning to make tagliatelle, tortelloni, and tortellini.",Learn the art of authentic Italian pasta making in the culinary capital of Bologna.,$$$,8,"cooking class,pasta making,Italian cuisine,hands-on","https://source.unsplash.com/800x600/?Bologna,Italy"
Lyon,France,45.764,4.8357,Dine at a traditional 'bouchon' for authentic Lyonnaise cuisine.,"Savor classic dishes at a historic 'bouchon' in Lyon, the gastronomic capital.",$$,8,"bouchon,traditional,French cuisine,gastronomy","https://source.unsplash.com/800x600/?Lyon,France"
Porto,Portugal,41.1533,-8.6174,"Try a Francesinha, Porto's iconic meat-and-cheese sandwich.","Indulge in the hearty and famous Francesinha sandwich in its hometown, Porto.",$$,7,"francesinha,local specialty,sandwich,hearty","https://source.unsplash.com/800x600/?Porto,Portugal"
Amsterdam,Netherlands,52.3676,4.9041,Explore Albert Cuyp Market for diverse street food and local snacks.,"Discover multicultural flavors at Albert Cuyp Market, a bustling Amsterdam street food hub.",$,7,"market,street food,local snacks,multicultural","https://source.unsplash.com/800x600/?Amsterdam,Netherlands"
Brussels,Belgium,50.8503,4.3517,"Belgian chocolate tasting tour, sampling pralines and truffles.",Indulge in the finest Belgian chocolates on a guided tasting tour in Brussels.,$$$,8,"chocolate,tasting tour,Belgian,sweets","https://source.unsplash.com/800x600/?Brussels,Belgium"
Tuscany (near Florence),Italy,43.7696,11.2558,"Truffle hunting experience with a dog, followed by a truffle-based meal.",Experience the thrill of truffle hunting in the Tuscan countryside near Florence.,$$$$,7,"truffle hunting,Tuscany,food experience,local","https://source.unsplash.com/800x600/?Tuscany,near,Florence,Italy"
Berlin,Germany,52.52,13.405,Explore Markthalle Neun for 'Street Food Thursday' diverse global offerings.,Experience Berlin's vibrant street food scene at Markthalle Neun's popular Thursday event.,$,7,"street food,market hall,international,Thursday event","https://source.unsplash.com/800x600/?Berlin,Germany"
Plitvice Lakes National Park,Croatia,44.88056,15.61611,Hiking and observing waterfalls and diverse wildlife,A UNESCO World Heritage site with 16 terraced lakes and numerous waterfalls.,$$,8,"nature,hiking,waterfalls,wildlife",https://images.unsplash.com/photo-1655063639923-29fb39d7114d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQbGl0dmljZSUyMExha2VzJTIwTmF0aW9uYWwlMjBQYXJrJTIwQ3JvYXRpYXxlbnwwfHx8fDE3NjcxMTA0NTB8MA&ixlib=rb-4.1.0&q=80&w=1080
Białowieża Forest,Poland/Belarus,52.75,23.95,European bison watching and primeval forest exploration,"One of Europe's last and largest primeval forests, home to European bison.",$$,7,"wildlife,forest,nature,hiking","https://source.unsplash.com/800x600/?Białowieża,Forest,PolandBelarus"
Danube Delta,Romania,45.225,29.275,Birdwatching and boat tours in Europe's best-preserved delta,"A UNESCO World Heritage site, crucial for migratory birds and diverse aquatic life.",$$,7,"birdwatching,nature,wetlands,boat tour","https://source.unsplash.com/800x600/?Danube,Delta,Romania"
Triglav National Park,Slovenia,46.37833,13.83667,Hiking in the Julian Alps and exploring glacial lakes,"Slovenia's only national park, featuring Mount Triglav, alpine meadows, and turquoise lakes.",$$,7,"mountains,hiking,lakes,nature","https://source.unsplash.com/800x600/?Triglav,National,Park,Slovenia"
Rila National Park,Bulgaria,42.17917,23.58528,Hiking to the Seven Rila Lakes and exploring glacial landscapes,Home to the highest peak in the Balkans and over 120 glacial lakes.,$$,6,"mountains,hiking,lakes,nature","https://source.unsplash.com/800x600/?Rila,National,Park,Bulgaria"
Theth National Park,Albania,42.3847,19.7845,Trekking through the Albanian Alps and exploring pristine valleys,"An untouched wilderness in the Albanian Alps, known for its rugged beauty and hiking trails.",$$,4,"mountains,hiking,nature,adventure","https://source.unsplash.com/800x600/?Theth,National,Park,Albania"
Grama Bay,Albania,40.256,19.535,Swimming in crystal-clear waters and wildlife spotting (monk seals),"A secluded cove with azure waters, part of a protected marine area.",$$,3,"beach,nature,wildlife,seclusion","https://source.unsplash.com/800x600/?Grama,Bay,Albania"
Bolata Beach,Bulgaria,43.542,28.579,Relaxing on a unique beach within a nature reserve,"A quiet, semi-circular cove within the Kaliakra Nature Reserve, ideal for nature lovers.",$,3,"beach,nature,birdwatching,secluded","https://source.unsplash.com/800x600/?Bolata,Beach,Bulgaria"
Peneda-Gerês National Park,Portugal,41.7303389,-8.1616806,"Wildlife observation (wolves, eagles) and hiking","Portugal's only national park, rich in biodiversity and ancient traditions.",$$,6,"wildlife,hiking,nature,mountains","https://source.unsplash.com/800x600/?PenedaGerês,National,Park,Portugal"
Carpathian Mountains (Romania),Romania,45.5,25.5,"Bear and wolf tracking, hiking through dense forests","A haven for biodiversity, including brown bears, wolves, and lynxes.",$$,7,"wildlife,mountains,hiking,forest",https://images.unsplash.com/photo-1725892982531-87bf480e8d65?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxDYXJwYXRoaWFuJTIwTW91bnRhaW5zJTIwUm9tYW5pYSUyMFJvbWFuaWF8ZW58MHx8fHwxNzY3MTEwNDUwfDA&ixlib=rb-4.1.0&q=80&w=1080
Oukaimeden,Morocco,31.2053,-7.8613,Skiing and snowboarding,Africa's highest ski resort with slopes for all levels.,$$,7,"adventure,skiing,snowboarding,mountains","https://source.unsplash.com/800x600/?Oukaimeden,Morocco"
Chrea National Park,Algeria,36.417,2.883,Skiing,A national park offering skiing on natural snow.,$,5,"nature,skiing,hiking,wildlife","https://source.unsplash.com/800x600/?Chrea,National,Park,Algeria"
Michlifen,Morocco,33.3422,5.0363,Skiing,A modern ski resort in the Middle Atlas Mountains.,$$$,4,"skiing,resort,mountains,winter","https://source.unsplash.com/800x600/?Michlifen,Morocco"
Djebel Bou Iblane,Morocco,34.15,4.3833,Skiing (currently closed for renovations),Ski slopes in the Middle Atlas Mountains.,$$,3,"mountains,skiing,adventure","https://source.unsplash.com/800x600/?Djebel,Bou,Iblane,Morocco"
Mount Serbal (Jabal Serbal),Egypt,28.5,33.75,Skiing (with snow cannons),Egypt's developing ski resort on the Sinai Peninsula.,$$$,3,"skiing,adventure,unique,mountains","https://source.unsplash.com/800x600/?Mount,Serbal,Jabal,Serbal,Egypt"
Ski Egypt (Mall of Egypt),Egypt,29.9792,31.1342,Indoor skiing and snowboarding,Africa's longest indoor ski slope in Cairo.,$$$,6,"indoor,skiing,snowboarding,family-friendly","https://source.unsplash.com/800x600/?Ski,Egypt,Mall,of,Egypt,Egypt"
Atlas Mountains,"Algeria, Morocco, Tunisia",31.0596,-7.9151,Backcountry Skiing/Touring,Vast mountain range offering extensive ski touring potential.,$$,7,"adventure,backcountry,skiing,mountains","https://source.unsplash.com/800x600/?Atlas,Mountains,Algeria,Morocco,Tunisia"
Oukaïmeden Observatory,Morocco,31.2061,-7.8664,"Ice Skating (potential, not established)",High-altitude observatory with potential for ice activities.,$$$,4,"unique,mountains,observatory","https://source.unsplash.com/800x600/?Oukaïmeden,Observatory,Morocco"
Ain Draham,Tunisia,36.5667,8.7333,"Skiing (limited, natural snow)",A small town in Tunisia known for occasional snowfall.,$,2,"nature,winter,hiking","https://source.unsplash.com/800x600/?Ain,Draham,Tunisia"
El Kala National Park,Algeria,36.9333,8.45,"Ice Skating (potential, not established)",Coastal park with potential for natural ice formations.,$,2,"nature,wildlife,coastal","https://source.unsplash.com/800x600/?El,Kala,National,Park,Algeria"
Woodstock and Salt River,South Africa,-33.9358,18.458,Street art walking tours exploring murals and local history.,"Vibrant street art districts in Cape Town, known for murals and community stories.",$$,7,"street art,urban exploration,art,history","https://source.unsplash.com/800x600/?Woodstock,and,Salt,River,South,Africa"
Kigali City Centre and Nyamirambo,Rwanda,-1.9535,30.0579,"Guided walking tours through markets, modern architecture, and cultural neighborhoods.","Explore Rwanda's capital: clean streets, vibrant markets, and rich cultural narratives.",$$,6,"city tour,culture,markets,walking","https://source.unsplash.com/800x600/?Kigali,City,Centre,and,Nyamirambo,Rwanda"
Lagos Island and Yaba,Nigeria,6.4541,3.3942,Explore the dynamic street art scene and bustling markets.,"Lagos' streets are a canvas, showcasing bold urban art and energetic market life.",$$,8,"street art,markets,urban culture,shopping","https://source.unsplash.com/800x600/?Lagos,Island,and,Yaba,Nigeria"
Addis Ababa City Centre,Ethiopia,9.0278,38.7478,"Visit Mercato Market, the National Museum, and experience a coffee ceremony.","Discover Ethiopia's capital, from ancient fossils to bustling markets and rich coffee culture.",$$,7,"city tour,markets,culture,history","https://source.unsplash.com/800x600/?Addis,Ababa,City,Centre,Ethiopia"
Accra Central and Jamestown,Ghana,5.556,-0.1969,"Explore Makola Market, Independence Square, and the historic Jamestown.","Accra blends history, vibrant markets, and a lively fishing community.",$$,7,"city tour,markets,history,culture","https://source.unsplash.com/800x600/?Accra,Central,and,Jamestown,Ghana"
Braamfontein and Newtown,South Africa,-26.2041,28.0473,"Discover vibrant street art, galleries, and trendy shops.","Johannesburg's creative hubs: dynamic street art, galleries, and urban culture.",$$,7,"street art,urban exploration,art,shopping","https://source.unsplash.com/800x600/?Braamfontein,and,Newtown,South,Africa"
Abidjan Plateau and Treichville,Côte d'Ivoire,5.3078,-4.0195,"Explore modern architecture, bustling markets, and vibrant nightlife.",Abidjan: a modern metropolis with vibrant markets and lively nightlife.,$$,6,"city tour,markets,nightlife,urban exploration","https://source.unsplash.com/800x600/?Abidjan,Plateau,and,Treichville,Côte,dIvoire"
Gaborone City Centre,Botswana,-24.6585,25.9118,"Visit the National Museum, Main Mall for shopping, and local markets.","Gaborone: a modern capital with museums, shopping, and cultural encounters.",$$,5,"city tour,shopping,museums,culture","https://source.unsplash.com/800x600/?Gaborone,City,Centre,Botswana"
Luanda Marginal and Ilha de Luanda,Angola,-8.8167,13.2333,"Stroll along the waterfront, explore markets, and experience local cuisine.","Luanda's coast offers evolving architecture, markets, and vibrant local life.",$$$,6,"city tour,markets,food,urban exploration","https://source.unsplash.com/800x600/?Luanda,Marginal,and,Ilha,de,Luanda,Angola"
Lubumbashi City Centre,Democratic Republic of Congo,-11.6762,27.4801,Explore colonial architecture and vibrant market scenes.,Lubumbashi: a blend of colonial history and dynamic market life.,$$,5,"city tour,history,markets,urban exploration","https://source.unsplash.com/800x600/?Lubumbashi,City,Centre,Democratic,Republic,of,Congo"
Galapagos Islands,Ecuador,-0.95,-90.9,Diving and Snorkeling,"Unique marine biodiversity with sea lions, marine iguanas, and penguins.",$$$$,9,"diving,snorkeling,wildlife,adventure","https://source.unsplash.com/800x600/?Galapagos,Islands,Ecuador"
San Blas Islands,Panama,9.31,-78.96,Snorkeling and Kayaking,Pristine Caribbean archipelago with vibrant coral reefs and indigenous culture.,$$$,7,"snorkeling,kayaking,islands,culture","https://source.unsplash.com/800x600/?San,Blas,Islands,Panama"
Atacama Desert,Chile,-23.46,-68.17,Stargazing,World's driest desert offering unparalleled views of the night sky.,$$$,8,"stargazing,astronomy,desert,adventure","https://source.unsplash.com/800x600/?Atacama,Desert,Chile"
Perito Moreno Glacier,Argentina,-50.47,-73.06,Kayaking,"Kayak near a massive, actively calving glacier in Patagonia.",$$$,8,"kayaking,glacier,patagonia,adventure","https://source.unsplash.com/800x600/?Perito,Moreno,Glacier,Argentina"
Torres del Paine National Park,Chile,-51.0,-72.96,Kayaking,Paddle among icebergs on glacial lakes with stunning mountain backdrops.,$$$$,9,"kayaking,patagonia,glacier,hiking","https://source.unsplash.com/800x600/?Torres,del,Paine,National,Park,Chile"
Tayrona National Natural Park,Colombia,11.31,-73.91,Snorkeling and Kayaking,"Explore Caribbean coast with jungle trails, pristine beaches, and coral reefs.",$$,7,"snorkeling,kayaking,beaches,nature","https://source.unsplash.com/800x600/?Tayrona,National,Natural,Park,Colombia"
Iguazu Falls,Argentina/Brazil,-25.69,-54.43,Kayaking,"Kayak on the Iguazu River, surrounded by lush rainforest and unique wildlife.",$$,9,"kayaking,waterfall,rainforest,nature","https://source.unsplash.com/800x600/?Iguazu,Falls,ArgentinaBrazil"
Lake Titicaca,Peru/Bolivia,-16.0,-69.3,Kayaking,Explore the world's highest navigable lake and its unique Uros islands.,$$,8,"kayaking,lake,culture,mountains","https://source.unsplash.com/800x600/?Lake,Titicaca,PeruBolivia"
Angel Falls,Venezuela,5.92,-62.53,Hiking (to falls),Trek through rainforest to reach the world's highest uninterrupted waterfall.,$$$,8,"waterfall,hiking,rainforest,adventure","https://source.unsplash.com/800x600/?Angel,Falls,Venezuela"
Nazca Lines,Peru,-14.71,-75.13,Aerial Tour,Witness ancient geoglyphs from above in the vast Nazca Desert.,$$$,8,"archaeology,history,desert,aerial","https://source.unsplash.com/800x600/?Nazca,Lines,Peru"
Castillo San Felipe del Morro,Puerto Rico,18.4714,-66.1177,Explore the historic fortress and enjoy panoramic views of the Atlantic Ocean.,"A massive Spanish citadel guarding the entrance to San Juan Bay, a UNESCO World Heritage site.",$$,9,"history,landmark,unesco,coastal","https://source.unsplash.com/800x600/?Castillo,San,Felipe,del,Morro,Puerto,Rico"
Brimstone Hill Fortress National Park,Saint Kitts and Nevis,17.3469,-62.8372,Tour the well-preserved fortress and learn about its military history and the slave trade.,"A UNESCO World Heritage site, this impressive fortress offers stunning views and historical insights.",$$,8,"history,unesco,views,military","https://source.unsplash.com/800x600/?Brimstone,Hill,Fortress,National,Park,Saint,Kitts,and,Nevis"
Nelson's Dockyard,Antigua and Barbuda,17.0052,-61.765,"Visit the historic Georgian-era dockyard, now a UNESCO World Heritage site and museum.","A beautifully restored Georgian-era naval base, showcasing maritime history and architecture.",$$,7,"history,maritime,unesco,architecture","https://source.unsplash.com/800x600/?Nelsons,Dockyard,Antigua,and,Barbuda"
Fort Amsterdam,Curaçao,12.1046,-68.9345,"See the historic fort, the seat of government, and the cannonball embedded in the church.","A 17th-century Dutch fort in Willemstad, now housing government offices and a historical museum.",$,6,"history,colonial,government,architecture","https://source.unsplash.com/800x600/?Fort,Amsterdam,Curaçao"
Castillo San Cristóbal,Puerto Rico,18.467,-66.1067,Explore the largest Spanish fortification in the New World.,"A massive Spanish fortress in San Juan, protecting the city from land-based attacks.",$$,8,"history,fortification,unesco,spanish","https://source.unsplash.com/800x600/?Castillo,San,Cristóbal,Puerto,Rico"
Fort Charlotte,Saint Vincent and the Grenadines,13.1583,-61.2421,Enjoy panoramic views of Kingstown and the surrounding islands from this historic fort.,"A British colonial fort overlooking Kingstown, offering historical insights and scenic vistas.",$,5,"history,views,colonial,military","https://source.unsplash.com/800x600/?Fort,Charlotte,Saint,Vincent,and,the,Grenadines"
Ponce Historic Zone,Puerto Rico,18.0116,-66.614,Wander through the historic district with its unique Isabelino and Ponce Creole architecture.,A charming historic district in Ponce known for its distinctive 19th and early 20th-century architecture.,$,6,"architecture,history,culture,colonial","https://source.unsplash.com/800x600/?Ponce,Historic,Zone,Puerto,Rico"
Chacachacare Lighthouse,Trinidad and Tobago,10.6833,-61.75,"Visit the historic lighthouse on this uninhabited island, accessible by boat.","A historic lighthouse on a largely uninhabited island, offering a glimpse into maritime history.",$$,4,"history,lighthouse,island,maritime","https://source.unsplash.com/800x600/?Chacachacare,Lighthouse,Trinidad,and,Tobago"
Christoffelpark,Curaçao,12.3333,-69.1167,"Hike or drive through the park to see diverse flora, fauna, and historical plantation ruins.","A national park featuring diverse ecosystems, historical plantations, and the island's highest point.",$$,6,"nature,hiking,history,wildlife","https://source.unsplash.com/800x600/?Christoffelpark,Curaçao"
Ronde Island,Grenada,12.3,-61.5833,Explore the private island's natural beauty and historical remnants.,"A large private island in the Grenadines, offering natural beauty and a small, remaining community.",$$$$,3,"island,nature,private,remote","https://source.unsplash.com/800x600/?Ronde,Island,Grenada"
National Museum of Australia,Australia,-35.2916,149.1254,"Explore exhibits on Indigenous Australian history and culture, Australian settlement, and contemporary identity.","A pivotal institution interpreting Australia's rich history, culture, and land.",$,8,"museum,history,indigenous culture","https://source.unsplash.com/800x600/?National,Museum,of,Australia,Australia"
Te Papa Tongarewa,New Zealand,-41.2875,174.7818,"Engage with interactive exhibits on Māori culture, natural history, and New Zealand's social history.","New Zealand's national museum, a vibrant cultural hub on Wellington's waterfront.",$,9,"museum,maori culture,interactive","https://source.unsplash.com/800x600/?Te,Papa,Tongarewa,New,Zealand"
Fiji Museum,Fiji,-18.1358,178.4531,"View ancient artifacts, traditional canoes, war clubs, and exhibits on Fijian heritage.","Showcases 3,700 years of Pacific heritage and Fijian history.",$,6,"museum,fijian culture,archaeology","https://source.unsplash.com/800x600/?Fiji,Museum,Fiji"
Samoa Cultural Village,Samoa,-13.8333,-171.7667,"Experience traditional Samoan dances, tapa making, tattooing, and umu cooking.",Immerse yourself in 'Fa'a Samoa' (the Samoan way of life).,$$,5,"cultural village,samoan culture,dance,crafts","https://source.unsplash.com/800x600/?Samoa,Cultural,Village,Samoa"
Te Pā Tū (formerly Tamaki Māori Village),New Zealand,-37.7833,176.1333,"Participate in a Māori cultural evening with a welcome ceremony, Haka, storytelling, and traditional feast.",An immersive journey into Māori traditions in Rotorua's geothermal landscape.,$$$,7,"maori culture,cultural performance,hangi","https://source.unsplash.com/800x600/?Te,Pā,Tū,formerly,Tamaki,Māori,Village,New,Zealand"
Ekasup Village,Vanuatu,-17.7333,168.3333,"Experience traditional village life, witness local dances, and learn about customs.",An authentic glimpse into the daily life of Vanuatu's indigenous communities.,$$,4,"cultural village,vanuatu culture,tradition","https://source.unsplash.com/800x600/?Ekasup,Village,Vanuatu"
Belau National Museum,Palau,7.5155,134.4727,"Explore Palauan history, culture, and art through its exhibits and collections.","The oldest museum in Micronesia, dedicated to Palauan heritage.",$$,4,"museum,palauan culture,history","https://source.unsplash.com/800x600/?Belau,National,Museum,Palau"
Tongan National Centre,Tonga,-21.1389,-175.2139,"Learn about Tongan culture through exhibits, observe traditional craft making, and enjoy cultural performances.","A hub for understanding Tongan culture, traditions, and arts.",$$,4,"cultural centre,tongan culture,crafts","https://source.unsplash.com/800x600/?Tongan,National,Centre,Tonga"
Mount Hagen Show,Papua New Guinea,-5.8461,144.2444,"Witness diverse tribal cultures through traditional dance, music, and elaborate costumes ('bilas').",A spectacular gathering showcasing Papua New Guinea's rich tribal heritage.,$$$,6,"festival,papua new guinea culture,sing sing","https://source.unsplash.com/800x600/?Mount,Hagen,Show,Papua,New,Guinea"
Nan Tien Temple,Australia,-34.06,150.9906,"Explore one of the largest Buddhist temples in Australia, offering a peaceful retreat.",A significant Chinese Buddhist temple dedicated to 'Humanistic Buddhism'.,$,6,"temple,buddhist,chinese culture","https://source.unsplash.com/800x600/?Nan,Tien,Temple,Australia"
George Town,Malaysia,5.4167,100.3333,Street food tour of diverse hawker stalls,"Malaysia's culinary capital, a UNESCO site with a fusion of Malay, Chinese, and Indian flavors.",$$,7,"street food,cultural,hawker centers","https://source.unsplash.com/800x600/?George,Town,Malaysia"
Penang Homecooking School,Malaysia,5.4213,100.3277,Hands-on Malaysian cooking class with market tour,Learn to cook Penang's famous dishes from scratch with a local chef.,$$$,5,"cooking class,cultural,market tour","https://source.unsplash.com/800x600/?Penang,Homecooking,School,Malaysia"
Maxwell Food Centre,Singapore,1.2757,103.8431,Sampling diverse hawker dishes like Hainanese Chicken Rice,Iconic hawker center offering a taste of Singapore's best street food.,$,8,"hawker center,street food,diverse","https://source.unsplash.com/800x600/?Maxwell,Food,Centre,Singapore"
Hanoi Old Quarter,Vietnam,21.0307,105.8508,Evening street food tour exploring local delicacies,"A maze of streets offering authentic Vietnamese pho, bun cha, and egg coffee.",$$,8,"street food,historical,walking tour","https://source.unsplash.com/800x600/?Hanoi,Old,Quarter,Vietnam"
Ubud,Indonesia,-8.5087,115.2643,Balinese cooking class on an organic farm,Learn traditional Balinese cuisine using fresh ingredients from farm to table.,$$$,7,"cooking class,organic,cultural","https://source.unsplash.com/800x600/?Ubud,Indonesia"
Yaowarat (Chinatown),Thailand,13.745,100.5075,Exploring vibrant street food stalls at night,"Bangkok's bustling Chinatown, famous for its incredible variety of street food.",$$,8,"street food,night market,vibrant","https://source.unsplash.com/800x600/?Yaowarat,Chinatown,Thailand"
Chiang Mai Sunday Walking Street,Thailand,18.788,98.9852,Sampling Northern Thai street food and local crafts,"A lively Sunday market offering Khao Soi, Sai Ua, and unique regional dishes.",$,7,"street food,market,local","https://source.unsplash.com/800x600/?Chiang,Mai,Sunday,Walking,Street,Thailand"
Ho Chi Minh City,Vietnam,10.8231,106.6297,Street food tour focusing on Southern Vietnamese specialties,"A city known for its dynamic street food scene, from Banh Mi to Pho.",$$,8,"street food,culinary,diverse","https://source.unsplash.com/800x600/?Ho,Chi,Minh,City,Vietnam"
Luang Prabang Night Market,Laos,19.8928,102.1324,Trying local Laotian snacks and dishes,A charming night market with unique Laotian street food and crafts.,$,6,"street food,night market,local","https://source.unsplash.com/800x600/?Luang,Prabang,Night,Market,Laos"
Grandma's Home Cooking School,Thailand,18.7888,98.983,Learn Northern Thai cuisine with market and farm visits,Authentic Northern Thai cooking class using fresh ingredients from an organic farm.,$$$,5,"cooking class,farm-to-table,authentic","https://source.unsplash.com/800x600/?Grandmas,Home,Cooking,School,Thailand"
Komodo National Park,Indonesia,-8.543333,119.489441,Komodo dragon spotting and snorkeling,"Home to the world's largest lizard, the Komodo dragon.",$$$,8,"wildlife,adventure,marine,national park","https://source.unsplash.com/800x600/?Komodo,National,Park,Indonesia"
Sepilok Orangutan Rehabilitation Centre,Malaysia,5.865,117.9488,Orangutan observation and feeding,Rehabilitation center for rescued orangutans in Borneo.,$$,7,"wildlife,conservation,family-friendly","https://source.unsplash.com/800x600/?Sepilok,Orangutan,Rehabilitation,Centre,Malaysia"
Bagan,Myanmar,21.1667,94.8833,Exploring ancient temples and hot air balloon rides,Ancient city with thousands of temples and pagodas.,$$,8,"culture,history,scenic,adventure","https://source.unsplash.com/800x600/?Bagan,Myanmar"
